Unnamed: 0,城市,职位类型,学历要求 ,岗位名称,地址,薪资,年薪,学历
437,武汉,企业党建,本科,党建主任,93aa29baaa5611601X1739u-FVBX,7-10K,102000,"['1-3年', '本科']"
438,武汉,企业党建,本科,党建主管,2d7881cf4a891d5a1HN409W6FlZT,6-11K·14薪,119000,"['3-5年', '本科']"
439,武汉,企业党建,本科,党建人力,e8cf3d4b48fdf1c41HJ809y9FlBU,5-10K,90000,"['5-10年', '本科']"
440,武汉,企业党建,本科,综合职能岗,5e2133c286b29d911XB43dm9ElpS,6-8K·14薪,98000,"['在校/应届', '本科']"
441,武汉,企业党建,本科,党建经理,5b33272ef2f1892a33Jy3NS6FFQ~,10-15K,150000,"['5-10年', '本科']"
442,武汉,企业党建,本科,党务专员,41f88ccf66b6a4b71HJ_3929ElFU,5-6K,66000,"['1-3年', '本科']"
443,武汉,企业党建,本科,企业文化宣传员,4a51c04a8b0aa8991Xd-29W9EltX,8-10K·13薪,117000,"['3-5年', '本科']"
444,武汉,企业党建,本科,党办主管,190c9d98bbd3aff11X1z3Ni8EFtV,6-10K,96000,"['3-5年', '本科']"
445,武汉,企业党建,本科,党建主管,c2e29e6426ce8e741HVy092-FlZZ,5-6K·15薪,82500,"['1-3年', '本科']"
446,武汉,企业党建,大专,党建专员,94feb26b7964f7671HJ92N26E1NZ,5-6K,66000,"['1-3年', '大专']"
447,武汉,企业党建,大专,党务专员,4c4ed391dc0ff4a51nx93dy-EVVZ,3-5K,48000,"['1-3年', '大专']"
448,武汉,企业党建,本科,企业党建,3fbdcdf5c831927d1XV-2Nu9GFZX,4-6K·13薪,65000,"['经验不限', '本科']"
449,武汉,企业党建,本科,党务专员,273341a5ed3611861Hd60ty_GVtX,5-6K,66000,"['1-3年', '本科']"
450,武汉,企业党建,本科,宣传党务岗,384581ca54d3af161HF40t-0FVFZ,6-8K,84000,"['经验不限', '本科']"
451,武汉,企业党建,大专,办公室主任,4b7433952fc0a0e31HJ809q8GVNS,5-6K,66000,"['5-10年', '大专']"
452,武汉,企业党建,本科,党办主任兼员工关系管理,e82dc46c2e94a5171HJ-29W4E1dT,5-8K,78000,"['10年以上', '本科']"
453,武汉,档案管理,大专,档案项目经理,43042584ae544e6a1XZ52dS_E1NZ,4-9K·18薪,117000,"['经验不限', '大专']"
454,武汉,档案管理,大专,民国档案,5e1f51d29096c0541HJ43d6_FlBU,3-6K,54000,"['经验不限', '大专']"
455,武汉,档案管理,学历不限,档案整理员,97b5659ecaa294081XJ43t-4FlRW,3-4K,42000,"['经验不限', '学历不限']"
456,武汉,档案管理,大专,档案数字化专员,74d16ddfc8c04e0d0n1_0t26F1I~,2-3K,30000,"['经验不限', '大专']"
457,武汉,档案管理,本科,豫园股份武汉共享中心档案管理岗,bbb197df140e63401HJ52NW0FlRS,5-7K·13薪,78000,"['经验不限', '本科']"
458,武汉,档案管理,学历不限,档案专员,448e62c626cbba841HVy2dW6F1FQ,150-200元/天,43750,"['经验不限', '学历不限']"
459,武汉,档案管理,大专,档案办事员,70c4c290eb5005511HJy2t-6EVpU,5-8K,78000,"['1-3年', '大专']"
460,武汉,档案管理,大专,档案管理专员,d8cafef0211479801HB50tm_EFVW,8-12K,120000,"['经验不限', '大专']"
461,武汉,档案管理,学历不限,档案文员[资料整理归纳上传~信息数字化],c57bdadaefcf89cb1HB73tu4F1tW,4-8K,72000,"['经验不限', '学历不限']"
462,武汉,档案管理,学历不限,档案数字化专员,cef0b57f54580e461HBy0929FVFY,2-5K,42000,"['经验不限', '学历不限']"
463,武汉,档案管理,本科,数据档案录入员,4868f2b2bdb4db041HJy2NW0EFFW,4-5K,54000,"['1年以内', '本科']"
464,武汉,档案管理,大专,档案数字化文员（储备干部）,d248fe1b0caef4b91HF73tS_FltY,5-10K,90000,"['3-5年', '大专']"
465,武汉,档案管理,中专/中技,档案整理,4fe8922b9562c0ff1HN53t26F1ZV,120-150元/天,33750,"['经验不限', '中专/中技']"
466,武汉,档案管理,大专,档案管理专员,e31b5f1d4257da611HB609q1GVdW,3-4K,42000,"['1-3年', '大专']"
467,武汉,档案管理,学历不限,档案整理录入,87727e9dbb16476a1nN_3t2_FFVQ,2-3K,30000,"['经验不限', '学历不限']"
468,武汉,档案管理,大专,档案项目主管,dc795f73a701e9181HN509u6GVVU,5-6K,66000,"['1-3年', '大专']"
469,武汉,档案管理,大专,办公室档案员，文员,64dc3cf15caa81bc1HB83961FlRQ,3-4K,42000,"['经验不限', '大专']"
470,武汉,档案管理,本科,档案数字化专员,4935ea248cdc02b01XB50ti7EVVQ,5-8K,78000,"['3-5年', '本科']"
471,武汉,档案管理,本科,经理助理,e35cf9537537e0851HJ42NW6E1JS,5-10K,90000,"['经验不限', '本科']"
472,武汉,档案管理,大专,档案整理员,9900dbfd3f53fa211HB_2ty5FVBR,100-120元/天,27500,"['1-3年', '大专']"
473,武汉,档案管理,学历不限,档案项目主管,7fbcf64f1475b5101X1_39u5GFBW,4-5K,54000,"['1-3年', '学历不限']"
474,武汉,档案管理,大专,档案整理专员,98f67bf5f03c4f841HJ729i1FlFW,3-4K,42000,"['1-3年', '大专']"
475,武汉,档案管理,大专,档案加工人员,6fb6dd53336e60701HR92dy_FFFQ,100-120元/天,27500,"['1-3年', '大专']"
476,武汉,档案管理,大专,档案管理专员,9bf3c82a2b24fc141HJ92Nm5E1NU,5-6K,66000,"['1-3年', '大专']"
477,武汉,档案管理,本科,档案录入员,91730329600b13471HFy3tq7FFJZ,3-6K,54000,"['经验不限', '本科']"
478,武汉,档案管理,学历不限,档案专员,8a23f0a68a2e23fd1HV42d-6EVRV,150-160元/天,38750,"['经验不限', '学历不限']"
479,武汉,档案管理,大专,数字化档案整理（文职）,d2bdafd4cf08e9330HV92N-8EFc~,2-3K,30000,"['经验不限', '大专']"
480,武汉,档案管理,大专,档案管理专员,3657a0d3b44191081HB-2du6GVBQ,8-12K,120000,"['经验不限', '大专']"
481,武汉,档案管理,大专,档案数字化专员,92833da0f01807ce1HF52ty-GFRU,3-5K,48000,"['经验不限', '大专']"
482,武汉,档案管理,学历不限,档案数字化项目主管,9e6b836069896d4e1XN42ti-E1tU,4-5K,54000,"['1年以内', '学历不限']"
0,杭州,人力资源专员/助理,大专,人事助理周末双休,dce26b8529ce650d1HVz0tS7E1ZT,8-13K,126000,"['1-3年', '大专']"
1,杭州,人力资源专员/助理,大专,8K+双休人事,0e567679d8cb7de51HJ92Nm6FlVR,8-13K,126000,"['经验不限', '大专']"
2,杭州,人力资源专员/助理,本科,人力资源专员,b2d9f32927cb567e1HN-3du6F1BR,5-7K,72000,"['1-3年', '本科']"
3,杭州,人力资源专员/助理,本科,人事实习生,7c74963736f3ac491HFz0tq9ElRU,140-160元/天,37500,"['4天/周', '3个月', '本科']"
4,杭州,人力资源专员/助理,本科,人力资源实习生,515e455619dd68c91XJy39u0F1VU,120-150元/天,33750,"['4天/周', '3个月', '本科']"
5,杭州,人力资源专员/助理,大专,人事助理+周末双休,58a87ba61ff1dab71HF829S6EVFS,5-6K,66000,"['经验不限', '大专']"
6,杭州,人力资源专员/助理,本科,HR实习生,7c81beca8e80c78b1HN-09-5FlJT,3-4K,42000,"['经验不限', '本科']"
7,杭州,人力资源专员/助理,大专,韩国人事行政（驻韩国）,4393099ad56183fd1HN63d28GVVQ,12-15K·13薪,175500,"['经验不限', '大专']"
8,杭州,人力资源专员/助理,学历不限,人力资源专员/助理,af96796380d37bf91HB-3dS-FFZS,6-8K,84000,"['经验不限', '学历不限']"
9,杭州,人力资源专员/助理,中专/中技,内勤助理双休文员,8b10c7d13f137e301Hx-0921F1dY,6-10K,96000,"['经验不限', '中专/中技']"
10,杭州,人力资源专员/助理,本科,人事行政实习生,d8b1a9993c5b75791X1809q0F1pX,150-200元/天,43750,"['5天/周', '6个月', '本科']"
11,杭州,人力资源专员/助理,大专,电商人事专员,2c22c1c77c42bc541HN73tS8GVNY,5-8K,78000,"['1-3年', '大专']"
12,杭州,人力资源专员/助理,本科,人事专员,35b95a14819507d11HR70tu8E1BY,4-6K,60000,"['1-3年', '本科']"
13,杭州,人力资源专员/助理,本科,人事行政助理,1c3f43c72212e79a1HRz39y0E1FZ,150-200元/天,43750,"['5天/周', '6个月', '本科']"
14,杭州,人力资源专员/助理,本科,人事,63d416092e0e00701HN90961GFRQ,4-8K,72000,"['1-3年', '本科']"
15,杭州,人力资源专员/助理,大专,双休！双休！人事专员,c38ac844163e39501HJ63du0EVVZ,3-5K,48000,"['经验不限', '大专']"
16,杭州,人力资源专员/助理,本科,HR 实习生（SSC方向）,b3b5f1327cfa7d9c1HN_2NW_GVdV,160-200元/天,45000,"['5天/周', '6个月', '本科']"
17,杭州,人力资源专员/助理,本科,人事专员,ed22ba080694d5c11HV_29W6E1RZ,6-10K·13薪,104000,"['1-3年', '本科']"
18,杭州,人力资源专员/助理,本科,人力资源实习生,ac444d036e5bea431HJ52di4GVRQ,150-200元/天,43750,"['4天/周', '2个月', '本科']"
19,杭州,人力资源专员/助理,大专,人力资源专员/助理,d158bc7d095658f11HZ639q7F1JT,5-7K,72000,"['1-3年', '大专']"
20,杭州,人力资源专员/助理,大专,央企售后保险服务专员 双休,ccd562e4259da3161HJy39y8FVRX,15-20K,210000,"['1-3年', '大专']"
21,杭州,人力资源专员/助理,大专,招聘,b54a2b7df876b0bc1HN43d--FFtT,6-10K,96000,"['1-3年', '大专']"
22,杭州,人力资源专员/助理,本科,人事行政专员,c8614da55563a40f1XR-2NS0F1ZU,6-8K,84000,"['1-3年', '本科']"
23,杭州,人力资源专员/助理,本科,人力资源专员/助理,7268bf09b40633681HN439m_F1BW,5-6K,66000,"['3-5年', '本科']"
24,杭州,人力资源专员/助理,大专,人事行政专员,56e53e63544a297f1HF-2tW_FlNZ,1500-2000元/月,21000,"['1-3年', '大专']"
25,杭州,人力资源专员/助理,大专,人事行政专员,0a9db6e0b79f99921HN62dW0EFVT,6-8K·14薪,98000,"['1-3年', '大专']"
26,杭州,人力资源专员/助理,大专,招聘专员,c15fc9451f00a0ed1XBy3N-6F1ZR,5-9K,84000,"['经验不限', '大专']"
27,杭州,人力资源专员/助理,大专,人事专员,a7619eae700040661Hx93Ny4ElZV,6-9K,90000,"['1-3年', '大专']"
28,杭州,人力资源专员/助理,本科,人事行政专员,df3e507bc9bff0991HJ_3Nq7FFVY,7-8K·15薪,112500,"['经验不限', '本科']"
29,杭州,人力资源专员/助理,本科,人力资源实习生 （双休 杭州总部）,59140ac0dce00ce51Xd50ti4FVZW,3-4K,42000,"['经验不限', '本科']"
30,杭州,人力资源经理/主管,大专,兼职人力/HR，兼职财务,3e7e18fb3ed2f24b1HJ72d25FFRU,10000-15000元/月,150000,"['5-10年', '大专']"
31,杭州,人力资源经理/主管,本科,人力资源经理/主管,d781c299e63737f61X1_2965EFpV,12-24K,216000,"['5-10年', '本科']"
32,杭州,人力资源经理/主管,本科,人力资源主管,0097232632baa1421Xx-39u9F1pY,15-25K,240000,"['5-10年', '本科']"
33,杭州,人力资源经理/主管,大专,人力资源主管,18979e1a6269d1951HR_09-7GVtV,8-12K,120000,"['3-5年', '大专']"
34,杭州,人力资源经理/主管,本科,人事经理(常驻越南),0d16309039e061131HN829i_EVZX,10-15K,150000,"['5-10年', '本科']"
35,杭州,人力资源经理/主管,大专,人事行政主管,83f5d11cc19dd2431Xxy2dy9EFJU,8-10K,108000,"['3-5年', '大专']"
36,杭州,人力资源经理/主管,本科,人事行政主管/专员,6afa2c268036db821Hxz39m8EVFX,8-12K,120000,"['3-5年', '本科']"
37,杭州,人力资源经理/主管,大专,人事主管（base金华）,7c0a646b5b31bb891HJ40tm-FldX,17-23K,240000,"['5-10年', '大专']"
38,杭州,人力资源经理/主管,本科,集团公司总部人资经理（薪酬绩效员工关系）,08df509cc5a5e23f1X1-09-9FFBV,15-20K·14薪,245000,"['10年以上', '本科']"
39,杭州,人力资源经理/主管,本科,人力资源主管/BP,fcc5db7f0743ba991HN52ti4FlVQ,8-12K·13薪,130000,"['3-5年', '本科']"
40,杭州,人力资源经理/主管,本科,酒店人力资源主管,2541130dc2afd42a1HN439-4GFZY,6-7K,78000,"['1-3年', '本科']"
41,杭州,人力资源经理/主管,本科,人力资源主管,a9432c0370d81f2e1HB83tu8E1dY,8-10K,108000,"['5-10年', '本科']"
42,杭州,人力资源经理/主管,本科,高级人事经理,eeaf900db0cf9a4f1n1609m4ElJY,8-13K,126000,"['5-10年', '本科']"
43,杭州,人力资源经理/主管,大专,杭州启澜健康管理有限公司,899d130906309e441HV52t25EFtR,20-30K,300000,"['5-10年', '大专']"
44,杭州,人力资源经理/主管,学历不限,兼职人力资源,5214aac61eb4e3651HB-0965GFFV,3000-6000元/月,54000,"['经验不限', '学历不限']"
45,杭州,人力资源经理/主管,大专,行政人事主管,f8ec18ca36f8f5511XJ92dq_E1JQ,6-8K·13薪,91000,"['1-3年', '大专']"
46,杭州,人力资源经理/主管,学历不限,电商人事经理,678bd80adadb491d1HJ43N65E1pW,18-22K,240000,"['5-10年', '学历不限']"
47,杭州,人力资源经理/主管,大专,人力资源经理/主管,74992ce3ec13361a1Hd93ti0F1ZU,5-8K,78000,"['1-3年', '大专']"
48,杭州,人力资源经理/主管,本科,人才发展经理,04687f8605cb537b1HJz2Nq5F1tQ,20-35K,330000,"['5-10年', '本科']"
49,杭州,人力资源经理/主管,大专,人事行政主管/HRBP主管,021825a837be96701HN539-1FFpX,10-15K,150000,"['3-5年', '大专']"
50,杭州,人力资源经理/主管,本科,人力资源负责人,692061de9a7bba941HN42Nq7EVJR,8-10K,108000,"['3-5年', '本科']"
51,杭州,人力资源经理/主管,本科,人力资源项目经理(J11374)-base福州,db55df04b06182901HN83t60GFZS,11-22K·13薪,214500,"['1-3年', '本科']"
52,杭州,人力资源经理/主管,本科,人力资源专员/经理,25778de598ef1a341HJy2t-0FlFQ,12-18K·13薪,195000,"['3-5年', '本科']"
53,杭州,人力资源经理/主管,本科,资深人事经理,3117011d36f441a61X1909W6F1FX,8-13K·13薪,136500,"['3-5年', '本科']"
54,杭州,人力资源经理/主管,本科,人力资源部长,4d1fb9ebebce50f21HB639i_EFJT,18-25K,258000,"['5-10年', '本科']"
55,杭州,人力资源经理/主管,本科,人力资源主管,d3352f7d282b57421Hd63Ni0FltW,8-13K,126000,"['3-5年', '本科']"
56,杭州,人力资源经理/主管,大专,行政人事,dcbe7e2306b8bf101HJy2N6_ElRW,5-8K,78000,"['3-5年', '大专']"
57,杭州,人力资源经理/主管,本科,人事行政主管,1ecc1a882887c94f1HJz2968EVZU,8-9K·13薪,110500,"['5-10年', '本科']"
58,杭州,人力资源经理/主管,本科,人力资源经理/主管,88fdf017875e84ea1Hd70ty5E1ZY,15-20K·14薪,245000,"['5-10年', '本科']"
59,杭州,人力资源经理/主管,大专,人事主管/人事经理,3b229fb33ea787f31HBz3N-5F1VW,8-10K·13薪,117000,"['10年以上', '大专']"
60,杭州,人力资源总监,本科,人事行政总监,1d48fbb98e07ed691Xx90tu0F1ZR,20-30K,300000,"['5-10年', '本科']"
61,杭州,人力资源总监,本科,人力资源总监,f0d65318104bdd5a1HN93d29EFJZ,20-40K·15薪,450000,"['5-10年', '本科']"
62,杭州,人力资源总监,本科,人力资源总监/副总,4ddd84d4d7edce921XJ709m9GVVV,30-60K,540000,"['10年以上', '本科']"
63,杭州,人力资源总监,本科,人力资源总监,6aae0bbf9879c0111HN83969FFBZ,18-23K,246000,"['10年以上', '本科']"
64,杭州,人力资源总监,大专,人力资源负责人（工作地杭州）,e79820974c95da061HN52du_ElZY,20-30K,300000,"['5-10年', '大专']"
65,杭州,人力资源总监,本科,人事行政总监/经理,769aadacdda554631HJ629q1FVVQ,10-15K,150000,"['3-5年', '本科']"
66,杭州,人力资源总监,本科,人力资源总监,e096a926c6d83af81nZ42di6FFZU,11-18K,174000,"['10年以上', '本科']"
67,杭州,人力资源总监,本科,人事行政总经理,c9ea3972902f43531HJ_3N27F1JY,25-35K,360000,"['经验不限', '本科']"
68,杭州,人力资源总监,本科,人力资源总监,0862e50c4aa89f4e1nN52920ElFZ,18-30K,288000,"['5-10年', '本科']"
69,杭州,人力资源总监,本科,人力资源总监,9be10c96d88471ca1HF73tq0FFtU,25-35K,360000,"['5-10年', '本科']"
70,杭州,人力资源总监,本科,人事行政总监,ee8280e60891636e1HN52tS5FFZR,18-35K,318000,"['5-10年', '本科']"
71,杭州,人力资源总监,硕士,CHO首席人力资源总监,6df8b7b7db7412bb1HF429u1EVZS,40-70K,660000,"['5-10年', '硕士']"
72,杭州,人力资源总监,本科,人力资源总监HRD,3f13ce8ddf5749101Hd609-6F1RY,30-40K,420000,"['5-10年', '本科']"
73,杭州,人力资源总监,本科,人力资源总监,a2648779d8a607711HB62t29F1dS,20-35K,330000,"['5-10年', '本科']"
74,杭州,人力资源总监,本科,人力资源总监,5a9fae1d48624e7f1Hd939-5EVJZ,15-30K,270000,"['5-10年', '本科']"
75,杭州,人力资源总监,大专,电商人力资源总监13薪包吃（义乌总部上班）,89aeb3094d2208e61HB_2NW5FVBV,25-35K·13薪,390000,"['10年以上', '大专']"
76,杭州,人力资源总监,本科,人力资源总监,14bea065feed1bed1HR83tq-GVRU,10-15K,150000,"['10年以上', '本科']"
77,杭州,人力资源总监,本科,首席人力资源官CHO/HRVP/HRD[J808309],437b030e12e5abe71nZy0960E1JQ,40-60K·15薪,750000,"['10年以上', '本科']"
78,杭州,人力资源总监,本科,人力资源总监,88f394f03b30d5e63nFy29W_EVY~,25-30K,330000,"['3-5年', '本科']"
79,杭州,人力资源总监,本科,人力副总监（即饮）,7c577b78a7765db91HF60tu8FlRX,30-35K·14薪,455000,"['10年以上', '本科']"
80,杭州,人力资源总监,大专,人力行政总监,785cc1c8b8ebe9f51XZ73d29EFNU,10-15K,150000,"['5-10年', '大专']"
81,杭州,人力资源总监,本科,人力资源总监,8441acc5a3d0524c1nJ80tu-FVdY,20-30K,300000,"['5-10年', '本科']"
82,杭州,人力资源总监,本科,人事行政总监,fd2b9c4c7ac925641Xd_29W5FVtU,13-18K·13薪,201500,"['5-10年', '本科']"
83,杭州,人力资源总监,本科,人力资源VP/CHO,d2fd42ce62cd8ff41XB62Ny5EFVX,18-19K,222000,"['10年以上', '本科']"
84,杭州,人力资源总监,本科,人力资源总监,eaeb7b7b45c8bce11nN40927GFZW,15-21K·14薪,252000,"['5-10年', '本科']"
85,杭州,人力资源总监,本科,人力资源总监,e2bf60d91c8eb47a1HF53N2_F1FW,25-40K,390000,"['10年以上', '本科']"
86,杭州,人力资源总监,本科,人力资源总监,1e8c1f2ae3f546831HJ_39u-FlZT,20-40K,360000,"['5-10年', '本科']"
87,杭州,人力资源总监,本科,人力资源总监,1ea69999e7b108cc1HN82Nq8FFJQ,30-50K,480000,"['10年以上', '本科']"
88,杭州,人力资源总监,本科,人事行政总监,14e1bc4ae0bb3bc01HJz3dy0GVNQ,8-13K,126000,"['3-5年', '本科']"
89,杭州,人力资源总监,本科,人事行政总监,801dbdeb3b14230a1HB609S0FVtV,10-15K,150000,"['10年以上', '本科']"
90,杭州,招聘,大专,招聘专员,3a4c892e80d5331f1HJ43tq7GFBR,8-13K,126000,"['3-5年', '大专']"
91,杭州,招聘,本科,人力实习生(招聘方向),6f273c4643bd20b11HR53dm1GVpQ,150-160元/天,38750,"['4天/周', '4个月', '本科']"
92,杭州,招聘,本科,人事专员招聘专员,821b3a4c2e36989d1HV72Ni0ElRQ,6-8K,84000,"['1-3年', '本科']"
93,杭州,招聘,本科,招聘实习生,7a3ab4a3296e27ed1Hd_3N-5EVZR,150-180元/天,41250,"['5天/周', '3个月', '本科']"
94,杭州,招聘,本科,行政人事专员,bfe371eb94560a991HB-29m-FVFU,6-10K·15薪,120000,"['1-3年', '本科']"
95,杭州,招聘,大专,急招+双休招聘专员,5f96195e84cfe1b61HV-2N6_ElVY,8-13K,126000,"['1-3年', '大专']"
96,杭州,招聘,本科,招聘专家,874ca4e5e6ef09701HN73tq7GFFT,11-18K,174000,"['5-10年', '本科']"
97,杭州,招聘,大专,招聘主管,0cf896ff68f388a71HBz2tq7F1BQ,6-8K,84000,"['3-5年', '大专']"
98,杭州,招聘,大专,人事专员/招聘专员,a9ecf6a0128bd19f1X1_3Nm6FlU~,4-7K,66000,"['经验不限', '大专']"
99,杭州,招聘,大专,招聘专员,d3637fba559839e81Hx909W4EFNX,5-8K,78000,"['1-3年', '大专']"
100,杭州,招聘,本科,招聘专员,ebaf2e9e6986cc2d1HN40tq9FldV,9-12K,126000,"['3-5年', '本科']"
101,杭州,招聘,本科,高级招聘运营,a049e4dd52e5e9f11XJ92ty1GVRS,11-22K·15薪,247500,"['3-5年', '本科']"
102,杭州,招聘,本科,高级招聘专员,f1217448eb6b9d2b1HN_39S4FVRX,12-17K,174000,"['1-3年', '本科']"
103,杭州,招聘,大专,人事招聘专员/主管,66472f177a29f90e1H1609q8E1tZ,6-8K,84000,"['1-3年', '大专']"
104,杭州,招聘,本科,阿里国际-高端招聘专员,d7d5af393ce353781HF_29S4EVBQ,9-12K·13薪,136500,"['1-3年', '本科']"
105,杭州,招聘,学历不限,招聘专家,d6d9c1eeb34cae3a1HN62t-8EFdU,7-12K,114000,"['1-3年', '学历不限']"
106,杭州,招聘,高中,招聘专员,0f71b5e8033eabfe1HF_2dq7EVVY,6-11K,102000,"['经验不限', '高中']"
107,杭州,招聘,本科,招聘运营专员（三方签约）,1a3514785188b2fb1HR40tq_GVJZ,8-11K·13薪,123500,"['1-3年', '本科']"
108,杭州,招聘,本科,招聘主管/经理,4b7d0a3789f990dc1XV_3ti6FFdQ,15-20K·14薪,245000,"['5-10年', '本科']"
109,杭州,招聘,大专,招聘专员,dbce85b6588dfc331HN62d25FFFW,6-8K·13薪,91000,"['1-3年', '大专']"
110,杭州,招聘,大专,人事助理,d91d503504ee14371Xxz29S7F1FU,5-8K,78000,"['经验不限', '大专']"
111,杭州,招聘,本科,招聘专员 Recruiter,911178679b44b1821HB_3ti5EVBV,10-15K·15薪,187500,"['1-3年', '本科']"
112,杭州,招聘,大专,【急招】招聘专员,f5300a3d6a372ccf1HJ62tm1EVVR,5-7K,72000,"['1-3年', '大专']"
113,杭州,招聘,本科,资深招聘(双休+足额五险一金),299210bd01d4cc321HFz3tS1EFZV,12-20K·15薪,240000,"['5-10年', '本科']"
114,杭州,招聘,大专,人事专员（偏招聘）,e8f7000b0f263fb41XFy3dW0E1FU,6-10K,96000,"['1-3年', '大专']"
115,杭州,招聘,本科,招聘专家,f455c6d5e877aa851HN_29S7F1NU,18-25K,258000,"['3-5年', '本科']"
116,杭州,招聘,大专,人事招聘专员,ec2707d5577744431HB93di7FVdU,6-8K,84000,"['1-3年', '大专']"
117,杭州,招聘,本科,招聘实习生（氛围好，轻松学习招聘小技巧）,aae789d4e109c4421Hd92du4F1RV,150-170元/天,40000,"['4天/周', '6个月', '本科']"
118,杭州,招聘,本科,招聘实习生,eadafefb044b614e1HJ72tW-E1RS,180-200元/天,47500,"['5天/周', '6个月', '本科']"
119,杭州,招聘,本科,阿里云职能-招聘中台专家-杭州,ea3dc4ebfc1757731HV709i8FFFS,40-70K·16薪,880000,"['10年以上', '本科']"
120,杭州,HRBP,大专,HRBP（周末双休 六险一金）,482b7de1712f33db1HN809y8FVRS,11-15K,156000,"['1-3年', '大专']"
121,杭州,HRBP,本科,HRBP经理/主管,f8ecb84e01e403a51HJ_3969EVBX,5-7K,72000,"['1-3年', '本科']"
122,杭州,HRBP,大专,人事资深HR/HRBP,8e500f3828e61b221HB53N2-FVJU,8-13K,126000,"['3-5年', '大专']"
123,杭州,HRBP,本科,HRBP,359d6d1f25824aa11HJ63tW7E1pR,11-20K·16薪,248000,"['经验不限', '本科']"
124,杭州,HRBP,本科,HRBP,6753ee7f069f34901HB-39i6ElBU,7-12K,114000,"['1-3年', '本科']"
125,杭州,HRBP,本科,hrbp经理,36d147fb7757a4ae1HB72dy_F1pT,20-25K,270000,"['5-10年', '本科']"
126,杭州,HRBP,本科,资深电商HRBP,c15d2948a428ca661HB929--FlFU,12-22K,204000,"['3-5年', '本科']"
127,杭州,HRBP,本科,HRBP,538f4eba5ba97c231XF83Ny1EFVS,11-16K·13薪,175500,"['5-10年', '本科']"
128,杭州,HRBP,本科,HRBP,760b6f14913a25131HJ53920FFZW,7-8K,90000,"['3-5年', '本科']"
129,杭州,HRBP,本科,(Senior) HR Partner-杭州 (MJ004248),a46d4fc72af4d0071n1609u8E1NX,40-60K,600000,"['5-10年', '本科']"
130,杭州,HRBP,本科,HRBP,cd6413c0d50c7b441XJ_29i9E1tR,10-15K·15薪,187500,"['5-10年', '本科']"
131,杭州,HRBP,本科,hrbp经理,567b901412cbb2ca1HN929S4FFpZ,35-50K,510000,"['5-10年', '本科']"
132,杭州,HRBP,本科,海外HRBP,8ad71517a00b6f151HN609i9E1BZ,15-27K·13薪,273000,"['5-10年', '本科']"
133,杭州,HRBP,本科,营销中心HRBP（双休）,640fd4e4e830636b1HF_3du9GVFT,12-15K,162000,"['3-5年', '本科']"
134,杭州,HRBP,本科,HRBP,06c6f20ec7733adf1nJ63N29EFJT,5-7K,72000,"['1-3年', '本科']"
135,杭州,HRBP,本科,hrbp（电商双休）,94caaf597897c19e1Hd93di7FVNS,7-10K·13薪,110500,"['1-3年', '本科']"
136,杭州,HRBP,大专,hrbp,7eaf017b1a1856b11Xx40t68FFpV,8-12K,120000,"['1-3年', '大专']"
137,杭州,HRBP,本科,HRBP,bda8d99face96f011Hd62N-9ElNV,8-10K,108000,"['1-3年', '本科']"
138,杭州,HRBP,大专,HRBP,7616c2a5c0ef93871HZ93Ni7GVZU,8-12K,120000,"['1-3年', '大专']"
139,杭州,HRBP,大专,HRBP,5573f6654fb9d4e11XZ43NS9FFtY,7-12K,114000,"['1-3年', '大专']"
140,杭州,HRBP,本科,资深游戏HRBP,0dd5e2fafb84bad11HJz2tW_FVtS,20-30K·16薪,400000,"['5-10年', '本科']"
141,杭州,HRBP,本科,人力资源业务伙伴,a39589c2f3c41c761HR43tq9E1pW,10-15K·13薪,162500,"['5-10年', '本科']"
142,杭州,HRBP,本科,HRBP（业务线）,7cc32068347703601H162ti7FlZX,15-25K,240000,"['5-10年', '本科']"
143,杭州,HRBP,本科,HRBP(J10030),eecfc5f3fd0c74ce1XZ-0tW9GVNQ,10-15K,150000,"['1-3年', '本科']"
144,杭州,HRBP,本科,HRBP,837066cf40d216d71HV53Nu_F1JR,12-17K,174000,"['3-5年', '本科']"
145,杭州,HRBP,本科,HRBP,8444bd2b259cd0b41Hd-2dy7ElZR,10-15K,150000,"['5-10年', '本科']"
146,杭州,HRBP,本科,HRBP,13a62ad053fb572b1HJ53ty0GVVS,10-15K,150000,"['1-3年', '本科']"
147,杭州,HRBP,本科,HRBP（小药药）,59d961b602aed0bc1XNz09m4EltT,10-15K,150000,"['3-5年', '本科']"
148,杭州,HRBP,大专,阿里巴巴-HRBP,c44a2d69ccbdabf01Hd-2t60EFJU,15-25K·15薪,300000,"['5-10年', '大专']"
149,杭州,HRBP,大专,HRBP,a9143d13b87fa6f61HR80t29F1tX,6-10K,96000,"['3-5年', '大专']"
150,杭州,培训,本科,高级培训经理,315b2e55672cdf591HJ43t64FVBW,20-28K·15薪,360000,"['3-5年', '本科']"
151,杭州,培训,大专,酒店质培督导主管,0abf7a6afb4db79b1HZ839W5EFFU,6-7K,78000,"['1-3年', '大专']"
152,杭州,培训,本科,培训项目经理,865645034a4a0eba1HF62Nm7FFtQ,10-15K·15薪,187500,"['3-5年', '本科']"
153,杭州,培训,大专,培训专员,0bf1674b891ab82c1HZ72d21FFFT,7-9K,96000,"['1-3年', '大专']"
